ID,Date,Time,Rating,Day,Neighborhood,Lat,Long,CrimeDetail,CrimeType,Address
90110362,1/11/09,4:55:00,430,Sun,Downtown,-84.39517,33.74805,Agg Assault,Agg Assault,254 Peachtree St
90111436,1/11/09,21:00:00,511,Sun,Downtown,-84.39599,33.76741,Burglary-Residence,Burglary,485 Luckie St Nw
90130261,1/12/09,18:00:00,512,Tue,Downtown,-84.38521,33.75456,Burglary-Nonres,Burglary,100 Edgewood Ave
90121830,1/12/09,18:30:00,710,Mon,Downtown,-84.38936,33.76477,Auto Theft,Auto Theft,55 Ivan Allen Jr Blvd Nw
90121016,1/12/09,13:47:00,620,Mon,Downtown,-84.38964,33.75194,Larceny-Non Vehicle,Larceny,50 Upper Alabama Street S.W. 
90130241,1/12/09,19:00:00,512,Tue,Downtown,-84.38983,33.75207,Burglary-Nonres,Burglary,60 Alabama St Sw
90121585,1/12/09,14:00:00,720,Mon,Downtown,-84.39157,33.75776,Auto Theft,Auto Theft,Spring St Nw / Nassau St Nw
90121207,1/12/09,8:00:00,640,Mon,Downtown,-84.39342,33.74889,Larceny-From Vehicle,Larceny,219 Pryor St Sw
90120244,1/12/09,6:09:00,640,Mon,Downtown,-84.39547,33.76163,Larceny-From Vehicle,Larceny,250  Baker St
90131921,1/13/09,21:00:00,720,Tue,Downtown,-84.38092,33.75563,Auto Theft,Auto Theft,210 Auburn Ave Ne
90140731,1/13/09,18:30:00,690,Wed,Downtown,-84.38285,33.77096,Larceny-Non Vehicle,Larceny,141 North Ave Ne
90130246,1/13/09,5:00:00,331,Tue,Downtown,-84.38418,33.76964,Robbery-Pedestrian,Robbery,562 Courtland St Ne
90131398,1/13/09,13:30:00,640,Tue,Downtown,-84.38996,33.75119,Larceny-From Vehicle,Larceny,75 Martin Luther King Jr. Drive
90131382,1/13/09,12:00:00,640,Tue,Downtown,-84.39199,33.7485,Larceny-From Vehicle,Larceny,130 Trinity Ave Sw
90141432,1/14/09,8:00:00,640,Wed,Downtown,-84.3861,33.75714,Larceny-From Vehicle,Larceny,Peachtree Center Ave Ne / John Wesley Dobbs Ave Ne
90141074,1/14/09,12:15:00,670,Wed,Downtown,-84.38746,33.7604,Larceny-Non Vehicle,Larceny,229 Peachtree St Ne
90141963,1/14/09,19:20:00,710,Wed,Downtown,-84.39036,33.76403,Auto Theft,Auto Theft,Williams St Nw / W Peachtree Pl Nw
90141304,1/14/09,8:45:00,710,Wed,Downtown,-84.39043,33.75369,Auto Theft,Auto Theft,15 Peachtree St Sw
90141049,1/14/09,14:00:00,630,Wed,Downtown,-84.39201,33.7532,Larceny-Non Vehicle,Larceny,12 Broad Street Sw
90141419,1/14/09,12:00:00,640,Wed,Downtown,-84.39517,33.75055,Larceny-From Vehicle,Larceny,Trinity Ave Sw / Forsyth St Sw
90140762,1/14/09,11:15:00,640,Wed,Downtown,-84.39578,33.76494,Larceny-From Vehicle,Larceny,375 Luckie St Nw
90141087,1/14/09,10:00:00,640,Wed,Downtown,-84.39686,33.75303,Larceny-From Vehicle,Larceny,Mitchell St Sw / Russell Plz Sw
